id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,mat3,slo3,ang3,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,ponavljanje,passed_year3,year3_overall
5733,3,4,4,4,3,3,3,3,3,3,3,3,4,1,0,0,0,12,1,0,True,True,3.31
5734,3,3,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,15,0,0,False,True,3.02
5735,4,3,4,4,2,4,4,2,4,3,3,4,3,0,0,0,0,19,0,0,False,True,3.3
5736,3,5,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
5737,3,3,2,3,2,4,4,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
5738,5,5,3,4,5,4,5,5,5,5,5,5,5,5,3,0,0,0,0,0,False,True,4.99
5739,4,2,4,5,2,4,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5740,4,4,4,4,3,4,3,3,3,3,3,3,3,1,0,0,0,34,2,0,False,True,3.01
5741,4,3,5,5,4,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
5742,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,62,6,0,False,True,2.09
5743,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,64,5,0,True,True,2.38
5744,4,3,4,5,5,3,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5745,3,3,3,2,2,3,2,3,2,2,2,2,2,1,0,0,0,70,5,0,False,True,2.1
5746,3,2,2,3,3,2,5,3,2,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
5747,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
5748,3,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5749,4,5,4,4,2,3,3,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
5750,3,2,2,2,3,4,3,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
5751,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,5,0,False,True,2.08
5752,5,4,4,4,5,4,5,5,5,5,5,5,5,9,5,3,1,0,0,0,False,True,5.0
5753,5,5,4,4,5,5,4,5,5,5,5,5,5,7,6,0,0,1,0,0,False,True,5.0
5754,4,4,3,3,3,4,2,3,3,3,3,3,3,1,0,0,0,25,0,0,False,True,3.02
5755,3,5,3,4,3,3,2,3,3,3,3,3,3,1,1,0,0,20,1,0,False,True,3.05
5756,4,2,5,5,3,5,4,4,5,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5757,4,3,4,4,3,4,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
5758,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,57,1,0,False,True,2.1
5759,3,3,3,4,2,3,3,2,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
5760,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,75,6,0,False,True,2.07
5761,3,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,79,7,0,False,True,2.06
5762,2,2,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,62,0,0,False,True,2.1
5763,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
5764,3,2,3,2,3,4,2,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
5765,5,4,5,5,4,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
5766,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,16,0,0,False,True,3.05
5767,4,4,5,5,3,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5768,5,5,5,5,4,5,5,5,5,5,5,5,5,8,3,1,0,0,0,0,False,True,5.0
5769,5,5,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,1,0,False,True,3.92
5770,4,4,3,3,4,3,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5771,5,5,5,5,5,5,4,5,5,5,5,5,5,7,3,0,0,1,0,0,False,True,5.0
5772,4,4,3,3,4,4,3,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
5773,3,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,65,2,0,False,True,2.09
5774,4,4,3,2,4,3,2,4,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
5775,5,5,4,5,5,4,5,5,5,5,5,5,5,8,6,4,2,0,0,0,False,True,5.0
5777,3,4,4,3,3,2,2,3,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
5778,4,5,5,5,4,3,4,4,4,4,4,4,4,5,2,0,0,4,0,0,False,True,4.06
5779,4,5,3,3,5,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5780,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,69,6,0,True,True,2.07
5781,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,63,1,0,False,True,2.1
5782,4,4,4,3,3,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
5783,3,4,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
5784,3,4,3,2,2,4,2,3,3,3,3,3,2,0,0,0,0,32,0,0,False,True,2.7
5785,5,4,5,5,5,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
5786,4,4,3,4,4,3,4,4,3,4,4,4,4,0,0,0,0,3,1,0,False,True,3.9
5787,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,68,4,0,False,True,2.08
5788,3,3,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,70,4,0,False,True,2.08
5789,3,3,3,3,3,2,4,3,3,3,3,3,2,0,0,0,0,24,2,0,False,True,2.69
5790,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
5791,3,3,2,3,3,2,2,3,2,2,2,2,2,0,0,0,0,58,3,0,False,True,2.08
5792,5,4,4,5,5,5,5,5,5,5,5,5,5,8,7,5,3,0,0,0,False,True,5.0
5793,3,3,4,4,3,2,3,3,2,3,3,2,3,0,0,0,0,25,2,0,False,True,2.69
5794,4,4,3,4,4,3,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
5795,5,5,4,5,5,5,4,5,5,5,5,5,5,8,6,0,0,0,0,0,False,True,5.0
5796,4,4,5,5,4,3,3,4,3,3,4,3,3,1,0,0,0,15,0,0,False,True,3.32
5797,3,2,3,3,3,2,4,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
5798,5,4,4,5,4,3,5,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
5799,5,5,4,5,5,4,5,5,5,5,5,5,5,9,6,3,1,0,0,0,False,True,5.0
5800,3,2,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,72,6,0,False,True,2.07
5801,4,3,4,3,2,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
5802,4,5,4,4,4,3,4,4,4,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
5803,5,5,5,5,4,5,5,5,5,5,5,5,5,7,4,0,0,0,0,0,False,True,5.0
5804,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,68,6,0,False,True,2.07
5805,5,5,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,75,4,0,True,True,2.08
5807,3,3,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,67,3,0,False,True,2.08
5808,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,58,3,0,False,True,2.08
5809,5,5,5,5,4,5,4,4,5,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5810,5,4,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5811,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,70,2,0,True,True,2.09
5812,4,5,4,3,3,4,2,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
5813,4,5,5,5,4,3,4,4,4,4,4,4,4,1,1,0,0,6,0,0,False,True,3.95
5815,3,3,2,3,5,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
5816,4,5,5,5,3,3,4,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
5817,4,4,2,4,4,3,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
5818,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
5819,3,3,2,3,3,3,3,3,3,3,4,2,3,0,0,0,0,24,0,0,True,True,3.0
5820,4,5,5,4,4,4,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
5821,5,4,4,5,3,4,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5822,5,5,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,7,0,0,False,True,3.97
5823,5,5,4,4,5,5,4,5,5,5,5,5,5,6,3,0,0,1,0,0,False,True,5.0
5824,4,4,5,5,3,5,3,4,5,4,4,5,4,1,1,0,0,0,0,0,False,True,4.25
5825,3,2,2,2,3,2,3,3,3,3,3,2,3,0,0,0,0,34,1,0,False,True,2.69
5827,4,5,4,4,3,4,3,3,4,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
5828,5,5,5,4,5,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5829,4,4,5,4,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5830,3,4,4,4,2,3,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5831,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,64,3,0,False,True,2.08
5832,4,4,4,5,5,3,4,4,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
5833,5,4,4,4,4,4,4,4,4,4,4,4,4,3,1,0,0,3,0,0,False,True,3.99
5834,4,3,5,5,3,4,3,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
5835,4,2,4,5,2,3,4,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
5836,3,4,2,3,3,2,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5837,4,4,4,4,3,3,4,3,3,3,3,3,3,2,0,0,0,24,2,0,False,True,3.03
5838,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5839,5,5,4,3,4,5,4,4,5,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5840,3,2,3,3,2,4,2,2,3,3,2,3,3,1,0,0,0,27,1,0,True,True,2.71
5841,3,3,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,51,1,0,False,True,2.1
5842,4,5,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,13,1,0,False,True,3.0
5843,3,2,3,3,3,2,3,3,2,3,3,2,3,0,0,0,0,25,1,0,False,True,2.69
5844,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,3,0,False,True,2.08
5845,4,4,3,3,4,4,5,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5846,3,3,3,3,2,2,3,2,2,2,2,2,2,1,0,0,0,77,3,0,False,True,2.1
5847,4,4,4,3,3,4,4,4,4,4,4,4,4,5,0,0,0,2,0,0,False,True,4.0
5848,3,4,4,3,2,3,2,2,2,2,2,2,2,0,0,0,0,59,1,0,False,True,2.1
5849,4,3,4,4,2,3,4,2,3,3,2,3,3,0,0,0,0,31,1,0,True,True,2.69
5850,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,68,5,0,False,True,2.08
5851,4,3,4,4,3,3,3,3,3,3,3,2,3,0,0,0,0,32,2,0,False,True,2.69
5852,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,61,3,0,False,True,2.08
5853,5,4,5,5,4,5,4,4,4,4,4,4,4,1,1,0,0,5,0,0,False,True,3.95
5854,4,5,4,5,3,3,4,3,3,4,3,3,3,1,0,0,0,17,1,0,False,True,3.02
5855,5,4,4,4,4,4,5,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
5856,5,4,5,4,4,4,4,4,4,4,4,4,4,3,1,0,0,1,0,0,False,True,3.99
5857,4,4,4,5,4,4,3,5,3,4,4,3,4,3,1,0,0,9,0,0,False,True,3.69
5858,3,3,2,3,4,2,4,3,2,3,3,2,3,0,0,0,0,22,1,0,False,True,2.69
5859,4,4,4,5,5,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
5860,3,4,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,18,1,0,False,True,3.0
5861,4,4,4,5,3,4,5,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
5862,3,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,54,1,0,True,True,2.1
5863,4,5,5,3,4,4,3,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
5864,4,3,3,3,5,4,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
5865,4,5,3,3,5,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
5866,5,5,4,5,4,5,5,5,5,5,5,5,5,8,2,1,0,1,0,0,False,True,5.0
5867,3,4,2,2,3,2,3,3,2,3,3,3,3,1,0,0,0,13,0,0,False,True,3.02
5869,3,5,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,65,5,0,False,True,2.08
5870,5,5,5,5,5,5,4,5,5,5,5,5,5,7,4,0,0,0,0,0,False,True,5.0
5871,3,3,3,3,3,3,2,3,3,2,3,3,2,0,0,0,0,28,1,0,False,True,2.69
5872,3,2,3,4,3,3,2,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
5873,4,3,4,4,3,2,3,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
5874,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
5875,4,4,4,5,3,3,4,3,3,3,3,3,3,0,0,0,0,27,2,0,False,True,2.99
5876,3,3,4,3,3,3,2,3,3,2,3,3,2,0,0,0,0,24,1,0,False,True,2.69
5877,4,5,4,5,3,3,5,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
5878,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
5879,4,3,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
5880,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,False,True,5.0
5881,5,5,5,5,4,5,4,4,4,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
5883,5,4,5,5,4,4,4,4,4,4,4,4,4,4,2,0,0,1,0,0,False,True,4.04
5884,5,4,4,5,4,4,5,4,4,4,4,4,4,1,1,0,0,6,0,0,False,True,3.95
5885,5,5,5,5,4,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
5887,3,4,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,64,2,0,True,True,2.09
5888,4,3,4,3,2,3,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
5889,3,3,3,3,3,3,2,3,3,2,2,3,2,0,0,0,0,45,1,0,True,True,2.4
5890,5,5,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
5891,3,3,4,3,4,3,2,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
5892,4,4,4,4,2,3,4,3,3,3,3,3,3,0,0,0,0,35,1,0,False,True,3.0
5893,3,4,2,2,3,2,2,2,2,2,2,2,3,0,0,0,0,66,3,0,True,True,2.39
5894,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,70,3,0,False,True,2.08
5895,5,5,5,5,4,5,4,4,5,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
5896,3,3,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
5897,3,2,3,3,2,3,4,2,3,3,2,2,3,1,0,0,0,26,0,0,False,True,2.42
5898,3,4,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,52,1,0,False,True,2.1
5899,4,3,5,5,4,4,5,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
5900,5,5,5,5,5,5,4,5,5,5,5,5,5,8,6,1,1,0,0,0,False,True,5.0
5901,5,5,5,4,5,4,4,5,4,4,5,4,4,1,1,0,0,4,0,0,False,True,4.25
5902,4,4,4,3,4,3,3,3,3,3,3,3,3,1,0,0,0,26,0,0,False,True,3.02
5903,4,5,3,4,4,2,4,3,3,3,3,3,2,0,0,0,0,19,0,0,False,True,2.7
5904,4,4,3,3,3,4,3,3,4,3,3,3,3,1,0,0,0,19,0,0,False,True,3.02
5905,4,4,5,5,3,4,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5906,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,81,6,0,False,True,2.07
5907,4,5,5,4,4,3,2,3,3,3,4,3,2,0,0,0,0,20,0,0,True,True,3.0
5908,5,5,5,4,4,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
5909,5,5,3,4,5,4,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
5910,2,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,53,2,0,True,True,2.09
5911,5,5,4,4,4,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,False,True,5.0
5912,4,4,3,3,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
5913,4,3,5,5,3,4,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
5914,5,5,5,5,5,4,5,5,5,5,5,5,5,8,5,0,0,0,0,0,False,True,5.0
5915,5,5,5,5,4,5,5,5,5,5,5,5,5,7,4,0,0,0,0,0,False,True,5.0
5916,4,4,5,5,4,5,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5917,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,67,1,0,False,True,2.1
5918,5,4,5,5,4,5,5,5,5,5,5,5,5,6,5,0,0,1,0,0,False,True,5.0
5919,3,2,3,3,3,2,3,3,2,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5920,4,5,4,4,4,3,2,3,3,3,2,3,3,1,0,0,0,25,0,0,False,True,2.72
5921,5,5,4,5,4,3,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5923,3,3,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
5924,4,3,4,4,2,3,4,3,3,3,3,3,3,1,0,0,0,26,0,0,False,True,3.02
5925,4,3,4,4,2,3,3,2,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
5926,3,2,3,3,2,4,2,3,3,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
5927,3,3,3,2,4,3,3,3,3,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
5928,4,4,3,2,4,2,3,4,3,2,3,3,3,0,0,0,0,22,2,0,False,True,2.99
5929,3,4,3,2,4,3,2,3,3,3,3,3,3,0,0,0,0,34,2,0,False,True,2.99
5930,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,69,4,0,False,True,2.08
5931,4,5,4,4,5,4,3,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
5932,4,5,4,4,3,4,3,3,3,3,3,3,3,1,0,0,0,27,0,0,True,True,3.02
5933,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
5934,4,5,4,4,4,4,3,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5935,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,55,1,0,False,True,2.1
5936,3,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,70,6,0,False,True,2.07
5937,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,70,4,0,False,True,2.08
5938,4,3,4,5,3,4,3,3,3,3,3,3,3,1,0,0,0,16,0,0,False,True,3.02
5939,3,4,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,23,3,0,False,True,2.99
5940,3,2,4,3,2,3,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
5941,4,4,5,4,2,3,5,3,2,4,3,3,3,0,0,0,0,16,1,0,False,True,3.0
5942,3,4,3,3,2,2,3,2,2,3,2,2,2,0,0,0,0,51,1,0,False,True,2.1
5943,4,4,3,4,3,4,4,3,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5944,5,5,4,4,5,5,4,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
5945,3,2,4,3,2,4,3,2,4,3,2,3,3,0,0,0,0,25,0,0,False,True,2.7
5946,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
5947,4,4,3,4,3,3,4,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5948,4,4,4,4,2,4,5,3,4,4,4,4,4,3,1,0,0,0,0,0,False,True,3.99
5949,3,2,2,2,3,2,3,3,2,3,3,2,3,0,0,0,0,18,1,0,False,True,2.69
5950,4,3,4,4,4,3,3,4,3,3,4,3,3,0,0,0,0,16,0,0,False,True,3.3
5951,5,4,5,5,5,5,4,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
5952,5,5,5,5,5,5,4,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
5953,3,3,3,4,3,4,3,3,3,3,3,3,3,1,0,0,0,30,2,0,False,True,3.01
5954,3,3,2,3,5,2,3,4,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
5955,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
5956,4,4,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
5957,4,4,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,33,2,0,False,True,3.01
5958,3,4,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
5959,5,5,4,5,4,4,5,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5960,3,3,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,46,1,0,False,True,2.1
5961,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,6,0,False,True,2.07
5962,3,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,67,3,0,False,True,2.08
5963,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,42,1,0,False,True,2.1
5964,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
5965,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,49,4,0,True,True,2.08
5966,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,3,0,False,True,2.08
5967,5,4,4,5,4,5,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
5968,2,3,3,3,2,3,2,2,3,2,2,3,2,0,0,0,0,65,4,0,False,True,2.38
5969,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,66,1,0,False,True,2.1
5970,4,4,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5971,5,4,5,4,5,4,4,4,4,4,4,4,4,2,2,0,0,6,0,0,False,True,4.0
5972,5,5,5,4,5,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5973,5,4,4,4,5,4,5,5,4,5,5,5,5,5,2,0,0,0,0,0,False,True,4.96
5974,5,4,5,5,4,5,4,4,4,4,4,4,4,5,3,0,0,2,0,0,False,True,4.09
5975,5,4,4,4,5,5,4,5,5,4,5,5,4,1,1,0,0,3,0,0,False,True,4.55
5976,4,4,4,4,4,3,3,4,3,3,4,3,3,0,0,0,0,13,0,0,False,True,3.3
5977,3,5,3,2,3,2,3,3,3,4,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5978,5,5,4,5,5,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5979,3,3,3,4,2,2,2,2,2,2,2,2,2,0,0,0,0,61,3,0,True,True,2.08
5980,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
5981,3,2,2,2,2,3,3,2,3,3,2,3,3,0,0,0,0,27,1,0,False,True,2.69
5982,4,4,3,3,3,3,2,3,3,2,3,3,3,0,0,0,0,23,0,0,False,True,3.0
5983,4,4,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3.0
5984,3,4,3,2,4,2,3,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
5985,3,3,2,3,2,2,2,2,3,2,2,3,2,0,0,0,0,68,2,0,False,True,2.39
5986,3,3,3,2,3,3,2,2,3,3,2,3,3,0,0,0,0,23,1,0,False,True,2.69
5987,3,5,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,75,3,0,False,True,2.08
5988,3,4,3,4,3,4,2,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5989,4,4,3,5,4,2,4,3,3,4,3,3,4,0,0,0,0,10,0,0,False,True,3.3
5990,3,3,3,3,3,4,2,3,3,3,2,3,3,0,0,0,0,25,1,0,False,True,2.69
5991,3,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,2,0,False,True,2.09
5992,5,4,5,5,5,5,5,5,5,5,5,5,5,8,4,3,1,0,0,0,False,True,5.0
5993,4,4,4,3,4,3,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
5994,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,68,3,0,False,True,2.08
5995,5,4,4,4,3,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
5996,5,5,5,5,4,4,5,4,4,5,4,4,4,1,0,0,0,3,0,0,False,True,3.92
5997,5,5,4,5,4,5,5,5,5,5,5,5,5,10,4,4,1,0,0,0,False,True,5.0
5998,3,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,16,2,0,False,True,2.99
5999,3,2,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,65,4,0,False,True,2.08
6000,3,3,2,2,4,2,3,3,2,4,3,3,3,0,0,0,0,17,0,0,False,True,3.0
6001,3,4,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
6002,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,64,4,0,False,True,2.08
6003,3,4,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
6004,3,2,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,55,5,0,False,True,2.08
6005,3,2,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,19,2,0,False,True,2.99
6006,3,4,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,63,2,0,False,True,2.09
6007,3,5,3,2,4,2,3,3,2,3,3,2,3,0,0,0,0,26,0,0,False,True,2.7
6008,5,5,4,5,5,4,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
6009,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,59,2,0,False,True,2.09
6010,3,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,44,4,0,False,True,2.08
6011,3,2,3,4,3,2,3,3,3,3,3,3,3,0,0,0,0,23,1,0,True,True,3.0
