id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year1,year1_overall
5050,5,5,5,5,5,5,4,4,0,0,0,0,0,0,False,True,5
5051,2,2,2,2,2,2,2,0,0,0,0,194,25,2,True,True,2
5052,5,4,5,5,5,4,5,3,0,0,0,3,0,0,False,True,5
5053,2,3,3,3,2,2,2,0,0,0,0,158,21,2,False,True,2
5054,4,5,3,3,4,3,3,1,0,0,0,38,1,0,False,True,3
5055,3,2,4,3,2,3,3,0,0,0,0,40,0,0,False,True,3
5056,4,4,3,4,4,2,4,0,0,0,0,10,1,0,False,True,3
5057,3,4,3,3,3,3,3,0,0,0,0,39,2,0,False,True,3
5058,4,3,4,5,3,4,4,0,0,0,0,1,0,0,False,True,4
5059,3,3,3,3,3,2,4,0,0,0,0,21,0,0,False,True,3
5060,2,2,2,2,2,2,2,0,0,0,0,157,17,1,True,True,2
5061,5,4,5,5,4,5,5,1,0,0,0,0,0,0,False,True,5
5062,3,3,4,4,3,2,3,1,0,0,0,101,9,0,False,True,3
5063,2,2,2,2,2,2,2,0,0,0,0,75,1,0,False,True,2
5064,2,2,2,3,2,2,2,0,0,0,0,141,15,1,True,True,2
5065,3,2,3,3,2,2,3,1,0,0,0,18,1,0,False,True,2
5066,4,3,3,3,4,3,4,0,0,0,0,5,0,0,False,True,4
5067,2,2,2,3,2,2,2,0,0,0,0,118,6,0,False,True,2
5068,2,3,2,2,2,2,2,0,0,0,0,27,0,0,False,True,2
5069,4,4,3,4,4,3,4,0,0,0,0,3,0,0,False,True,4
5070,4,3,4,4,3,4,4,0,0,0,0,15,1,0,False,True,4
5071,5,3,4,4,5,4,4,1,0,0,0,1,0,0,False,True,4
5072,4,3,3,4,3,4,3,0,0,0,0,21,0,0,False,True,3
5073,5,4,4,4,4,4,5,1,1,0,0,4,0,0,False,True,4
5074,4,2,3,4,3,3,3,2,0,0,0,13,1,0,False,True,3
5075,4,2,3,4,3,4,4,0,0,0,0,9,1,0,False,True,4
5076,3,3,4,3,2,3,3,0,0,0,0,33,0,0,False,True,3
5077,4,2,3,4,4,3,4,0,0,0,0,4,0,0,False,True,4
5078,5,4,5,5,4,5,5,0,0,0,0,3,0,0,False,True,4
5079,4,2,4,4,3,4,3,0,0,0,0,40,4,0,False,True,3
5080,2,3,2,3,2,2,2,0,0,0,0,149,15,1,True,True,2
5081,5,5,4,5,5,4,5,2,0,0,0,1,0,0,False,True,5
5082,3,3,4,4,3,3,2,0,0,0,0,83,2,0,False,True,3
5083,2,3,2,2,2,2,2,0,0,0,0,122,15,1,True,True,2
5084,5,5,4,4,5,4,5,5,1,0,0,1,0,0,False,True,5
5085,4,3,4,5,2,4,4,0,0,0,0,6,0,0,False,True,3
5086,3,3,4,4,3,3,3,0,0,0,0,51,1,0,False,True,3
5087,2,2,2,3,2,3,2,0,0,0,0,43,1,0,False,True,2
5088,3,2,3,3,2,3,3,0,0,0,0,37,0,0,False,True,3
5089,2,2,2,2,2,2,2,0,0,0,0,158,18,1,False,True,2
5090,4,3,4,4,4,4,4,1,0,0,0,1,0,0,False,True,4
5091,3,2,3,4,3,2,3,0,0,0,0,29,3,0,False,True,3
5092,3,4,3,4,4,4,3,1,0,0,0,11,0,0,False,True,4
5093,3,2,3,3,3,3,3,0,0,0,0,89,6,0,False,True,3
5094,2,2,2,2,2,2,2,0,0,0,0,87,7,0,True,True,2
5095,2,2,2,3,2,2,2,0,0,0,0,134,14,1,False,True,2
5096,4,4,3,4,4,4,3,1,0,0,0,2,0,0,False,True,4
5097,5,4,4,4,5,5,4,1,0,0,0,0,0,0,False,True,5
5098,2,3,3,3,3,2,3,0,0,0,0,45,1,0,False,True,3
5099,4,3,3,3,3,4,3,0,0,0,0,29,3,0,False,True,3
5100,3,2,3,4,3,2,3,0,0,0,0,41,1,0,False,True,3
5101,3,2,3,3,3,3,3,0,0,0,0,65,2,0,False,True,3
5102,3,2,4,3,2,3,2,0,0,0,0,36,1,0,False,True,2
5103,4,3,4,4,3,4,4,0,0,0,0,20,1,0,False,True,4
5104,3,2,3,3,2,3,3,0,0,0,0,91,9,0,False,True,3
5105,4,3,3,4,4,4,4,1,0,0,0,11,0,0,False,True,4
5106,5,4,5,5,4,4,5,3,1,1,0,2,0,0,False,True,4
5107,2,2,2,2,2,2,2,0,0,0,0,163,23,2,True,True,2
5108,5,2,4,5,4,5,5,2,1,1,0,2,0,0,False,True,5
5109,2,2,2,3,2,2,2,0,0,0,0,139,16,1,True,True,2
5110,4,5,3,3,4,3,3,0,0,0,0,37,0,0,False,True,3
5111,5,4,4,5,5,5,5,4,0,0,0,0,0,0,False,True,5
5112,3,2,3,3,2,2,3,0,0,0,0,118,13,1,False,True,2
5113,3,3,3,3,2,3,3,0,0,0,0,48,2,0,False,True,3
5114,5,4,4,5,4,5,5,2,1,0,0,1,0,0,False,True,5
5115,3,3,3,3,3,3,4,0,0,0,0,52,1,0,False,True,3
5116,3,2,4,4,3,3,3,0,0,0,0,8,0,0,False,True,3
5117,2,5,2,2,3,2,2,0,0,0,0,131,18,1,False,True,2
5118,3,5,3,3,3,3,4,0,0,0,0,12,0,0,False,True,3
5119,2,2,2,2,2,2,2,0,0,0,0,67,2,0,True,True,2
5120,2,2,2,3,2,2,2,0,0,0,0,88,6,0,True,True,2
5121,2,2,2,2,2,2,2,0,0,0,0,156,20,2,False,True,2
5122,2,2,2,2,2,2,2,0,0,0,0,30,1,0,False,True,2
5123,5,4,5,5,4,5,4,1,0,0,0,0,0,0,False,True,4
5124,4,4,3,3,4,3,3,0,0,0,0,11,0,0,False,True,3
5125,2,2,2,3,2,2,2,0,0,0,0,177,24,2,False,True,2
5126,3,3,4,4,3,3,3,0,0,0,0,32,0,0,False,True,3
5127,5,3,5,5,5,4,5,2,0,0,0,2,0,0,False,True,5
5128,4,3,4,5,4,4,4,0,0,0,0,4,0,0,False,True,4
5129,4,2,3,3,4,4,4,1,0,0,0,11,0,0,False,True,4
5130,2,3,2,2,2,2,2,0,0,0,0,157,22,2,True,True,2
5131,3,3,3,3,2,3,2,0,0,0,0,33,3,0,False,True,2
5132,2,2,2,2,2,2,2,0,0,0,0,112,8,0,False,True,2
5133,3,5,3,3,4,3,2,0,0,0,0,68,6,0,False,True,3
5134,4,2,3,4,3,3,3,0,0,0,0,10,0,0,False,True,3
5135,5,4,5,5,4,5,5,3,0,0,0,2,0,0,False,True,5
5136,3,4,3,3,2,3,4,2,0,0,0,37,1,0,False,True,3
5137,3,5,3,3,3,3,3,0,0,0,0,51,3,0,False,True,3
5138,2,2,2,3,1,2,2,0,0,0,0,113,7,0,True,False,2
5139,4,4,2,3,3,3,4,0,0,0,0,16,0,0,False,True,3
5140,3,4,2,3,3,3,2,0,0,0,0,44,2,0,False,True,3
5141,4,5,4,4,4,4,4,2,0,0,0,3,0,0,False,True,4
5142,3,2,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3
5143,3,2,3,3,3,2,3,0,0,0,0,74,2,0,False,True,3
5144,5,4,5,5,5,4,5,5,2,2,0,5,0,0,False,True,5
5145,3,5,3,3,3,2,3,0,0,0,0,136,22,2,False,True,2
5146,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,4
5147,4,5,4,4,4,4,4,0,0,0,0,8,0,0,False,True,4
5148,5,5,4,4,5,4,4,4,0,0,0,2,0,0,False,True,4
5149,5,4,4,5,5,5,5,5,0,0,0,0,0,0,False,True,5
5150,3,2,4,4,2,3,3,0,0,0,0,52,1,0,False,True,3
5151,5,5,5,5,5,5,5,5,2,2,0,0,0,0,False,True,5
5152,5,4,4,5,5,4,5,3,2,1,1,0,0,0,False,True,5
5153,4,4,3,4,4,3,4,1,0,0,0,9,0,0,False,True,4
5154,4,4,3,4,4,4,4,1,0,0,0,2,0,0,False,True,4
5155,2,2,2,3,2,2,2,0,0,0,0,106,9,0,False,True,2
5156,2,2,2,3,2,2,2,0,0,0,0,31,1,0,False,True,2
5157,4,2,4,4,4,4,4,1,0,0,0,3,0,0,False,True,4
5158,3,2,3,3,3,2,3,0,0,0,0,25,2,0,False,True,3
5159,5,5,4,4,5,4,5,3,0,0,0,1,0,0,False,True,5
5160,4,2,3,4,3,4,3,1,0,0,0,11,0,0,False,True,3
5161,3,3,3,4,3,2,3,0,0,0,0,19,1,0,False,True,3
5162,3,2,4,3,2,3,2,0,0,0,0,80,4,0,False,True,2
5163,4,5,3,3,4,4,4,1,0,0,0,4,0,0,False,True,4
5164,3,4,3,4,3,3,3,0,0,0,0,32,1,0,False,True,3
5165,3,2,4,4,2,3,3,1,0,0,0,38,3,0,False,True,3
5166,3,2,3,3,3,3,3,0,0,0,0,9,0,0,False,True,3
5167,5,5,5,5,5,4,5,4,1,0,0,0,0,0,False,True,5
5168,2,2,2,2,2,2,2,0,0,0,0,148,18,1,True,True,2
5169,4,2,4,5,4,4,4,0,0,0,0,5,0,0,False,True,4
5170,4,4,4,5,3,4,3,0,0,0,0,16,1,0,False,True,3
5171,2,3,2,2,2,2,2,0,0,0,0,66,6,0,True,True,2
5172,3,5,3,3,4,3,3,1,0,0,0,20,0,0,False,True,3
5173,3,3,3,4,3,3,3,0,0,0,0,12,0,0,False,True,3
5174,3,4,3,3,3,2,3,0,0,0,0,49,1,0,False,True,3
5175,3,2,3,3,2,3,2,0,0,0,0,40,0,0,False,True,2
5176,4,2,3,4,3,4,4,0,0,0,0,8,1,0,False,True,4
5177,5,5,4,5,5,5,5,5,0,0,0,0,0,0,False,True,5
5178,3,2,3,4,3,3,3,0,0,0,0,4,0,0,False,True,3
5179,5,4,5,5,4,4,5,2,0,0,0,6,0,0,False,True,4
5180,5,5,5,5,4,4,4,0,0,0,0,2,0,0,False,True,4
5181,4,5,3,4,4,4,4,0,0,0,0,2,0,0,False,True,4
5182,4,3,3,4,3,4,4,0,0,0,0,4,0,0,False,True,4
5183,2,2,2,2,1,1,2,0,0,0,0,120,6,0,True,False,1
5184,3,3,3,3,3,3,2,0,0,0,0,35,0,0,False,True,3
5185,2,4,2,2,2,2,1,0,0,0,0,68,3,0,True,False,2
5186,3,4,3,3,3,3,3,0,0,0,0,31,2,0,False,True,3
5187,3,3,3,3,3,2,3,0,0,0,0,8,0,0,False,True,3
5188,5,5,4,4,5,4,5,2,0,0,0,3,0,0,False,True,5
5189,5,5,4,5,5,4,5,5,2,1,0,1,0,0,False,True,5
5190,4,2,3,4,4,4,3,0,0,0,0,4,0,0,False,True,4
5191,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3
5192,3,2,2,3,3,3,4,0,0,0,0,4,0,0,False,True,3
5193,2,3,2,3,2,2,3,0,0,0,0,57,4,0,False,True,2
5194,5,4,5,5,5,5,5,5,1,1,0,1,0,0,False,True,5
5195,2,2,2,2,2,1,2,0,0,0,0,127,13,1,True,False,2
5196,4,3,4,5,4,4,4,1,0,0,0,1,0,0,False,True,4
5197,4,3,3,3,4,3,2,0,0,0,0,15,1,0,False,True,3
5198,3,4,3,3,3,3,2,0,0,0,0,30,0,0,False,True,3
5199,4,3,3,4,4,4,4,1,1,0,0,7,0,0,False,True,4
5200,3,2,2,2,2,2,2,0,0,0,0,121,15,1,False,True,2
5201,4,4,3,4,3,3,4,1,0,0,0,4,0,0,False,True,3
5202,3,2,3,4,2,3,2,0,0,0,0,28,0,0,False,True,2
5203,5,5,4,4,4,4,4,0,0,0,0,1,0,0,False,True,4
5204,2,2,2,2,2,2,2,0,0,0,0,174,24,2,True,True,2
5205,4,2,4,4,3,3,4,0,0,0,0,7,0,0,False,True,3
5206,3,2,3,3,2,2,3,0,0,0,0,47,1,0,False,True,2
5207,4,2,3,4,3,4,4,0,0,0,0,3,0,0,False,True,4
5208,3,2,3,3,2,3,3,0,0,0,0,33,0,0,False,True,3
5209,3,4,3,3,2,3,3,0,0,0,0,58,2,0,False,True,3
5210,2,3,2,2,3,2,2,0,0,0,0,72,3,0,False,True,2
5211,2,4,2,2,2,2,2,0,0,0,0,49,1,0,False,True,2
5212,5,3,4,5,4,4,5,1,0,0,0,1,0,0,False,True,4
5213,2,2,2,2,2,2,2,0,0,0,0,130,15,1,False,True,2
5214,4,3,3,4,4,4,4,1,0,0,0,4,0,0,False,True,4
5215,3,3,3,3,3,3,4,0,0,0,0,18,0,0,False,True,3
5216,5,5,5,5,4,5,5,5,2,2,1,1,0,0,False,True,5
5217,4,3,3,4,4,4,3,1,0,0,0,2,0,0,False,True,4
5218,3,4,4,3,4,3,3,0,0,0,0,2,0,0,False,True,3
5219,5,4,4,5,5,4,5,2,1,1,0,1,0,0,False,True,5
5220,5,5,4,4,5,4,5,1,1,1,1,1,0,0,False,True,5
5221,2,2,2,2,2,2,2,0,0,0,0,133,26,2,False,True,2
5222,5,4,5,5,5,5,5,6,3,3,0,1,0,0,False,True,5
5223,3,4,2,3,3,3,3,1,0,0,0,73,3,0,False,True,3
5224,2,3,2,3,2,2,3,0,0,0,0,59,2,0,False,True,2
5225,5,4,5,5,5,5,4,3,1,0,0,1,0,0,False,True,5
5226,4,4,3,4,4,4,4,1,0,0,0,0,0,0,False,True,4
5227,5,4,4,3,4,4,4,0,0,0,0,10,0,0,False,True,4
5228,5,4,5,4,4,5,5,2,1,1,0,3,0,0,False,True,5
5229,5,4,5,5,4,4,4,1,1,0,0,2,0,0,False,True,4
5230,5,5,4,5,5,5,5,4,0,0,0,0,0,0,False,True,5
5231,4,4,4,5,4,4,4,2,0,0,0,3,0,0,False,True,4
5232,4,3,3,4,3,4,4,0,0,0,0,0,0,0,False,True,4
5233,2,2,2,2,2,2,1,0,0,0,0,146,21,2,True,False,2
5234,3,2,4,2,3,3,3,0,0,0,0,39,1,0,False,True,3
5235,2,2,2,2,2,2,2,0,0,0,0,122,16,1,True,True,2
5236,3,2,3,3,3,2,3,0,0,0,0,50,3,0,False,True,3
5237,4,5,4,4,4,4,4,2,1,1,0,4,0,0,False,True,4
5238,3,4,4,4,3,3,3,0,0,0,0,39,0,0,False,True,3
5239,3,2,3,3,2,3,3,0,0,0,0,85,5,0,False,True,3
5240,5,5,4,4,5,4,4,0,0,0,0,1,0,0,False,True,4
5241,3,4,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3
5242,5,4,5,4,4,5,5,1,0,0,0,7,0,0,False,True,5
5243,3,4,3,3,3,2,3,0,0,0,0,35,1,0,False,True,3
5244,3,3,3,3,2,3,3,0,0,0,0,15,0,0,False,True,3
5245,2,2,2,3,2,2,2,0,0,0,0,150,18,1,True,True,2
5246,4,3,3,3,4,3,3,0,0,0,0,8,0,0,False,True,3
5247,3,2,4,3,2,3,3,0,0,0,0,69,5,0,False,True,3
5248,4,5,3,4,4,3,4,0,0,0,0,13,0,0,False,True,4
5249,5,5,4,4,4,5,4,0,0,0,0,3,0,0,False,True,4
5250,2,2,2,3,2,2,3,0,0,0,0,134,12,1,False,True,2
5251,2,2,2,2,2,2,1,0,0,0,0,82,4,0,True,False,2
5252,3,2,4,4,3,3,3,0,0,0,0,38,1,0,False,True,3
5253,2,2,2,2,2,2,2,0,0,0,0,129,11,1,False,True,2
5254,2,3,2,2,2,2,2,0,0,0,0,72,7,0,False,True,2
5255,4,4,3,4,3,4,4,2,1,0,0,9,0,0,False,True,4
5256,3,3,4,5,4,3,3,0,0,0,0,3,0,0,False,True,3
5257,2,2,2,3,2,2,3,0,0,0,0,109,12,1,False,True,2
5258,2,2,2,2,2,2,1,0,0,0,0,132,12,1,True,False,2
5259,3,2,4,4,3,3,3,0,0,0,0,5,0,0,False,True,3
5260,4,2,3,4,3,4,4,0,0,0,0,1,0,0,False,True,4
5261,3,2,4,3,3,3,4,0,0,0,0,16,0,0,False,True,3
5262,3,4,3,3,4,3,3,2,0,0,0,64,4,0,False,True,3
5263,5,4,5,5,5,5,5,3,0,0,0,0,0,0,False,True,5
5264,4,2,3,4,4,3,4,0,0,0,0,13,0,0,False,True,4
5265,3,4,3,3,3,3,2,0,0,0,0,32,1,0,False,True,3
5266,3,3,3,3,2,3,2,0,0,0,0,64,4,0,False,True,2
5267,3,3,4,3,3,3,2,0,0,0,0,36,2,0,False,True,3
5268,3,2,3,3,2,3,3,0,0,0,0,28,2,0,False,True,3
5269,5,4,4,5,4,4,4,2,0,0,0,3,0,0,False,True,4
5270,3,2,3,3,3,2,3,0,0,0,0,45,1,0,False,True,3
5271,4,3,4,4,3,3,4,0,0,0,0,24,0,0,False,True,3
5272,5,5,4,4,5,4,5,2,0,0,0,0,0,0,False,True,5
5273,5,3,5,5,5,5,5,5,2,0,0,0,0,0,False,True,5
5274,3,4,3,3,4,3,3,0,0,0,0,14,0,0,False,True,3
5275,4,3,3,3,4,4,4,2,0,0,0,2,0,0,False,True,4
5276,5,5,4,4,4,5,4,2,0,0,0,2,0,0,False,True,4
5277,2,3,2,2,2,2,2,0,0,0,0,157,26,2,True,True,2
5278,3,2,4,4,2,3,3,0,0,0,0,48,4,0,False,True,3
5279,3,2,3,3,2,2,4,0,0,0,0,90,8,0,False,True,3
5280,4,5,3,4,5,3,4,0,0,0,0,0,0,0,False,True,4
5281,2,2,3,2,2,2,2,0,0,0,0,122,10,1,True,True,2
5282,4,2,3,4,3,3,4,0,0,0,0,26,0,0,False,True,3
5283,2,2,2,2,2,2,2,0,0,0,0,154,24,2,True,True,2
5284,5,5,4,4,5,4,4,0,0,0,0,10,0,0,False,True,4
5285,4,4,3,3,3,3,3,0,0,0,0,76,5,0,False,True,3
5286,5,5,5,5,5,4,4,3,0,0,0,1,0,0,False,True,4
5287,3,2,4,4,3,2,4,0,0,0,0,8,0,0,False,True,3
5288,4,4,4,5,4,4,4,2,0,0,0,1,0,0,False,True,4
5289,2,2,2,2,2,2,2,0,0,0,0,137,17,1,True,True,2
5290,3,4,4,4,3,3,3,0,0,0,0,11,0,0,False,True,3
5291,5,4,4,5,4,4,4,0,0,0,0,2,0,0,False,True,4
5292,2,2,2,3,2,2,2,0,0,0,0,71,1,0,False,True,2
5293,3,5,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3
5294,4,4,3,4,4,4,4,0,0,0,0,5,0,0,False,True,4
5295,3,4,2,2,3,3,2,0,0,0,0,18,0,0,False,True,3
5296,4,2,4,4,3,4,3,1,0,0,0,6,0,0,False,True,3
5297,4,4,4,5,4,4,5,1,0,0,0,1,0,0,False,True,4
5298,4,5,3,4,4,3,4,0,0,0,0,11,1,0,False,True,4
5299,4,3,4,5,4,4,4,0,0,0,0,9,0,0,False,True,4
5300,5,5,5,5,5,4,5,5,0,0,0,0,0,0,False,True,5
5301,2,3,2,3,2,2,3,0,0,0,0,36,1,0,False,True,2
5302,4,3,4,4,3,4,3,0,0,0,0,12,1,0,False,True,3
5303,3,3,3,3,3,2,3,0,0,0,0,109,11,1,False,True,3
5304,3,4,3,4,3,3,2,0,0,0,0,12,1,0,False,True,3
5305,3,5,4,4,4,3,3,0,0,0,0,5,0,0,False,True,3
5306,3,4,3,3,3,3,2,0,0,0,0,11,0,0,False,True,3
5307,5,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,4
5308,3,2,3,3,2,2,3,0,0,0,0,21,0,0,False,True,2
5309,3,4,4,4,3,4,3,0,0,0,0,6,0,0,False,True,3
5310,5,5,4,4,5,4,4,2,0,0,0,2,0,0,False,True,4
5311,5,5,5,5,4,5,5,4,1,1,0,1,0,0,False,True,5
5312,2,3,2,2,2,1,2,0,0,0,0,78,12,1,True,False,2
5313,3,3,3,3,3,3,2,0,0,0,0,115,6,0,False,True,3
5314,4,5,4,5,4,4,4,1,0,0,0,13,0,0,False,True,4
5315,3,3,3,3,2,3,3,0,0,0,0,28,0,0,False,True,3
5316,2,3,2,2,3,2,2,0,0,0,0,64,8,0,False,True,2
5317,3,4,3,4,2,2,3,0,0,0,0,111,11,1,False,True,2
5318,5,4,5,5,5,4,5,2,1,1,0,1,0,0,False,True,5
5319,2,4,2,2,3,2,2,0,0,0,0,80,9,0,False,True,2
5320,5,4,5,5,4,5,5,4,2,2,1,2,0,0,False,True,5
5321,5,4,5,4,4,5,4,0,0,0,0,1,0,0,False,True,4
5322,4,3,3,4,4,3,4,1,0,0,0,0,0,0,False,True,4
5323,4,3,3,4,4,4,4,0,0,0,0,2,0,0,False,True,4
5324,3,2,3,3,3,2,3,0,0,0,0,79,8,0,False,True,3
5325,5,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,4
5326,2,2,2,2,2,2,2,0,0,0,0,153,13,1,True,True,2
5327,5,4,5,5,4,5,5,4,1,1,0,0,0,0,False,True,5
5328,4,5,3,4,4,3,4,0,0,0,0,3,0,0,False,True,4
5329,4,4,3,4,3,4,4,1,0,0,0,13,1,0,False,True,4
5330,4,3,3,4,3,4,3,0,0,0,0,12,1,0,False,True,3
5331,4,2,4,4,3,4,4,1,0,0,0,9,0,0,False,True,4
5332,2,3,2,2,3,2,2,0,0,0,0,35,0,0,False,True,2
5333,2,2,2,2,2,2,2,0,0,0,0,132,11,1,False,True,2
5334,3,5,4,4,4,3,3,0,0,0,0,11,0,0,False,True,3
5335,3,4,3,3,3,3,3,0,0,0,0,2,0,0,False,True,3
5336,3,4,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3
5337,5,3,4,4,4,5,4,1,0,0,0,1,0,0,False,True,4
5338,4,5,4,5,5,4,4,2,0,0,0,3,0,0,False,True,4
5339,2,4,2,2,2,2,2,0,0,0,0,78,4,0,False,True,2
5340,3,2,3,3,2,3,3,0,0,0,0,41,1,0,False,True,3
5341,4,4,3,4,3,3,4,1,0,0,0,14,0,0,False,True,3
5342,3,2,4,4,3,3,3,0,0,0,0,39,0,0,False,True,3
5343,2,3,2,2,2,2,2,0,0,0,0,144,17,1,True,True,2
5344,4,3,4,5,3,4,5,0,0,0,0,8,0,0,False,True,4
5345,2,3,2,3,2,2,3,0,0,0,0,116,11,1,True,True,2
5346,4,2,3,3,3,3,4,0,0,0,0,37,1,0,False,True,3
5347,2,2,2,3,2,2,2,0,0,0,0,134,19,1,True,True,2
5348,2,2,2,2,2,2,2,0,0,0,0,122,7,0,True,True,2
5349,4,2,3,4,3,3,4,0,0,0,0,19,1,0,False,True,3
5350,3,2,3,3,3,3,3,0,0,0,0,9,0,0,False,True,3
5351,4,4,3,3,3,5,4,1,0,0,0,2,0,0,False,True,4
5352,2,2,2,2,2,2,2,0,0,0,0,130,11,1,False,True,2
5353,3,4,3,4,3,2,3,0,0,0,0,38,1,0,False,True,3
5354,2,3,2,2,2,2,2,0,0,0,0,139,16,1,True,True,2
5355,3,5,3,3,4,2,3,0,0,0,0,51,2,0,False,True,3
5356,2,3,2,3,2,1,3,0,0,0,0,65,1,0,True,False,2
5357,3,2,2,3,2,3,3,0,0,0,0,25,0,0,False,True,3
5358,4,5,2,4,4,3,3,0,0,0,0,15,0,0,False,True,3
5359,3,3,3,3,3,3,3,0,0,0,0,7,0,0,False,True,3
5360,5,4,5,5,5,4,5,2,0,0,0,0,0,0,False,True,5
5361,5,4,4,5,5,4,5,0,0,0,0,2,0,0,False,True,4
5362,2,2,2,2,2,2,2,0,0,0,0,82,11,1,True,True,2
5363,3,5,3,4,3,3,3,1,0,0,0,9,0,0,False,True,3
5364,2,2,2,2,2,2,2,0,0,0,0,119,8,0,False,True,2
5365,4,4,3,4,3,4,4,0,0,0,0,30,0,0,False,True,4
5366,2,2,2,2,1,1,1,0,0,0,0,161,18,1,True,False,1
5367,3,2,3,3,3,3,3,1,0,0,0,13,1,0,False,True,3
5368,2,3,2,2,2,2,2,0,0,0,0,144,17,1,True,True,2
5369,3,2,4,4,3,2,3,0,0,0,0,70,2,0,False,True,3
5370,4,4,4,4,4,4,3,2,0,0,0,3,1,0,False,True,4
5371,2,2,2,2,2,2,2,0,0,0,0,74,5,0,True,True,2
5372,5,4,4,5,4,5,4,1,0,0,0,1,0,0,False,True,4
5373,3,5,4,4,3,3,3,1,0,0,0,12,0,0,False,True,3
5374,5,3,4,4,5,4,4,1,0,0,0,0,0,0,False,True,4
5375,5,5,5,5,5,4,4,1,1,0,0,0,0,0,False,True,4
5376,3,5,3,3,4,2,3,1,0,0,0,5,0,0,False,True,3
5377,3,2,3,3,3,3,2,1,0,0,0,40,1,0,False,True,3
5378,3,2,4,4,2,3,4,0,0,0,0,10,0,0,False,True,3
5379,2,2,2,2,2,1,2,0,0,0,0,150,19,1,True,False,2
5380,2,2,2,2,2,2,2,0,0,0,0,55,5,0,False,True,2
5381,3,2,3,3,2,2,2,0,0,0,0,80,4,0,False,True,2
5382,3,4,3,3,3,3,3,0,0,0,0,37,0,0,False,True,3
5383,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,4
5384,5,5,5,5,5,5,5,9,4,2,0,0,0,0,False,True,5
5385,4,3,3,4,3,3,4,0,0,0,0,9,0,0,False,True,3
5386,2,2,2,2,2,2,2,0,0,0,0,91,4,0,False,True,2
5387,3,2,3,3,3,2,3,0,0,0,0,32,2,0,False,True,3
5388,3,5,3,3,3,3,3,0,0,0,0,8,1,0,False,True,3
5389,4,4,3,4,4,4,3,0,0,0,0,16,0,0,False,True,4
5390,2,2,2,2,2,2,2,0,0,0,0,147,9,0,True,True,2
5391,5,4,5,5,4,4,5,2,0,0,0,1,0,0,False,True,4
5392,2,2,2,3,2,2,3,0,0,0,0,41,2,0,False,True,2
5393,4,2,3,3,3,4,4,0,0,0,0,22,0,0,False,True,4
5394,3,3,4,4,3,3,3,0,0,0,0,16,1,0,False,True,3
5395,3,3,3,4,3,3,3,0,0,0,0,46,3,0,False,True,3
5396,4,3,2,3,3,4,3,0,0,0,0,13,0,0,False,True,3
5397,2,2,2,2,2,2,2,0,0,0,0,152,23,2,False,True,2
5398,4,4,4,4,3,3,5,0,0,0,0,1,0,0,False,True,4
5399,3,5,3,3,3,3,3,0,0,0,0,9,1,0,False,True,3
5400,5,4,4,4,5,5,5,5,2,2,1,0,0,0,False,True,5
5401,3,2,4,3,2,3,3,0,0,0,0,6,0,0,False,True,3
5402,3,3,3,2,3,3,2,0,0,0,0,29,0,0,False,True,3
5403,3,2,3,4,2,2,3,0,0,0,0,44,2,0,False,True,2
5404,3,2,3,4,2,3,4,1,0,0,0,30,0,0,False,True,3
5405,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3
5406,4,4,4,5,4,4,4,3,1,0,0,0,0,0,False,True,4
5407,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,4
5408,3,3,4,3,3,4,3,0,0,0,0,5,0,0,False,True,3
5409,2,3,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2
5410,3,3,4,4,3,3,4,1,0,0,0,19,1,0,False,True,3
5411,2,4,2,2,2,2,2,0,0,0,0,76,4,0,False,True,2
5412,4,2,3,4,3,4,4,0,0,0,0,15,0,0,False,True,4
5413,2,2,2,3,2,2,2,0,0,0,0,74,7,0,False,True,2
5414,3,2,3,4,2,3,3,0,0,0,0,43,0,0,False,True,3
5415,2,3,2,2,2,2,2,0,0,0,0,141,13,1,False,True,2
5416,4,5,2,3,4,3,4,0,0,0,0,18,0,0,False,True,4
5417,2,4,2,2,2,2,2,0,0,0,0,121,10,1,True,True,2
5418,4,4,3,4,4,3,3,1,0,0,0,16,0,0,False,True,3
5419,2,2,3,3,2,2,2,0,0,0,0,41,4,0,True,True,2
5420,3,5,3,3,3,3,3,0,0,0,0,26,2,0,False,True,3
5421,2,2,2,2,2,2,2,0,0,0,0,92,9,0,True,True,2
5422,2,2,2,2,2,2,2,0,0,0,0,118,10,1,True,True,2
5423,5,4,4,5,4,5,4,1,1,1,0,2,0,0,False,True,4
5424,5,5,5,5,5,5,4,4,2,1,0,1,0,0,False,True,5
