id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year2,year2_overall
5435,2,2,2,2,2,2,2,2,2,2,0,0,0,0,50,2,0,False,True,2.09
5436,4,4,4,5,4,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5437,5,5,5,5,4,5,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5438,3,3,4,4,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
5439,2,2,2,2,2,2,2,2,2,2,0,0,0,0,84,4,0,False,True,2.08
5440,3,2,3,3,2,4,3,3,3,3,1,0,0,0,21,1,0,False,True,3.02
5441,3,3,2,2,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5442,3,4,3,3,4,2,2,3,3,3,0,0,0,0,23,0,0,False,True,3.0
5443,3,2,5,4,2,4,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5444,3,2,4,3,2,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5445,2,3,2,2,2,2,2,2,2,2,0,0,0,0,155,14,1,True,True,1.98
5446,4,4,2,4,3,3,4,3,3,4,0,0,0,0,16,0,0,False,True,3.3
5447,3,4,4,4,3,2,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
5448,4,2,3,3,3,4,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
5449,5,5,5,5,5,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5450,3,2,3,4,2,4,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5451,4,3,4,4,3,4,4,3,4,4,0,0,0,0,7,1,0,False,True,3.59
5452,5,5,4,5,5,4,4,5,4,4,4,0,0,0,3,0,0,False,True,4.28
5453,5,3,4,5,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
5454,4,3,3,4,3,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5456,3,4,3,3,3,2,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
5457,2,3,2,2,3,2,2,2,2,2,0,0,0,0,75,6,0,False,True,2.07
5458,5,3,5,5,4,5,5,5,5,5,7,2,1,0,0,0,0,False,True,5.0
5460,2,3,2,2,2,2,2,2,2,2,0,0,0,0,80,2,0,False,True,2.09
5461,4,5,4,4,3,3,4,3,3,4,1,0,0,0,12,0,0,False,True,3.32
5462,2,2,2,2,2,2,2,2,2,2,0,0,0,0,131,10,1,True,True,2.0
5463,4,3,3,4,3,4,3,3,4,3,0,0,0,0,21,0,0,False,True,3.3
5464,2,2,2,2,2,2,2,2,2,2,0,0,0,0,161,11,1,True,True,2.0
5465,3,2,3,4,2,3,3,3,3,3,2,0,0,0,29,0,0,False,True,3.04
5466,5,5,5,5,5,5,5,5,5,5,6,1,1,0,0,0,0,False,True,4.98
5467,5,4,4,4,4,4,5,4,4,4,2,0,0,0,6,2,0,False,True,3.93
5468,4,3,4,4,3,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5469,3,2,3,4,2,4,4,3,3,3,0,0,0,0,30,0,0,False,True,3.0
5470,3,5,3,3,3,2,2,2,2,2,0,0,0,0,81,8,0,False,True,2.06
5471,3,2,3,4,2,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
5472,2,2,2,2,2,2,2,2,2,2,0,0,0,0,98,2,0,False,True,2.09
5473,2,2,2,3,2,2,3,2,2,2,0,0,0,0,90,5,0,False,True,2.08
5474,5,4,5,5,4,5,4,4,4,4,3,0,0,0,5,0,0,False,True,3.96
5475,2,2,2,3,2,2,2,2,2,2,0,0,0,0,80,3,0,False,True,2.08
5476,2,2,2,2,2,2,2,2,2,2,0,0,0,0,64,2,0,False,True,2.09
5477,5,4,4,5,4,5,5,5,5,5,3,0,0,0,1,0,0,False,True,4.86
5478,5,5,4,5,5,5,5,5,5,5,6,2,1,0,0,0,0,False,True,5.0
5480,2,2,2,2,2,2,2,2,2,2,0,0,0,0,120,6,0,True,True,2.07
5481,3,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5482,4,2,4,5,3,4,4,4,4,4,3,0,0,0,3,0,0,False,True,3.96
5483,5,4,4,5,5,5,5,5,5,5,7,3,2,0,1,0,0,False,True,5.0
5484,5,4,5,5,4,5,5,5,5,5,7,1,1,1,1,0,0,False,True,5.0
5485,2,3,2,2,3,2,2,2,2,2,0,0,0,0,103,4,0,False,True,2.08
5486,5,5,4,5,5,4,5,5,5,5,7,3,3,2,0,0,0,False,True,5.0
5487,2,3,2,3,2,2,3,2,2,2,0,0,0,0,68,7,0,False,True,2.06
5488,3,4,4,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5489,3,4,3,4,3,3,3,3,3,3,0,0,0,0,38,1,0,False,True,3.0
5490,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
5491,5,4,4,4,5,4,5,5,5,5,8,3,3,2,0,0,0,False,True,5.0
5492,4,2,3,4,3,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
5493,3,3,4,4,3,3,4,3,3,3,0,0,0,0,18,0,0,False,True,3.0
5494,2,2,2,2,2,2,2,2,3,2,0,0,0,0,107,5,0,True,True,2.38
5496,5,4,4,5,5,3,5,4,4,5,4,0,0,0,3,0,0,False,True,4.28
5497,5,5,4,4,5,4,4,5,4,4,0,0,0,0,1,0,0,False,True,4.2
5498,4,2,4,4,3,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
5499,5,5,4,4,5,5,5,5,5,5,8,5,3,0,0,0,0,False,True,5.0
5500,2,3,2,2,2,2,2,2,2,2,0,0,0,0,48,1,0,False,True,2.1
5501,5,4,5,5,4,5,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
5502,3,4,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
5503,5,4,5,5,4,5,5,5,5,5,5,4,4,3,0,0,0,False,True,5.0
5504,4,2,3,3,4,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
5505,2,2,2,3,2,2,2,2,2,2,0,0,0,0,94,2,0,False,True,2.09
5506,4,2,4,4,3,4,4,4,4,4,1,0,0,0,5,1,0,False,True,3.92
5507,3,4,3,3,3,3,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
5508,3,3,3,4,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
5509,2,2,2,2,2,2,2,2,2,2,0,0,0,0,90,3,0,True,True,2.08
5510,3,2,4,3,2,3,2,2,2,2,0,0,0,0,77,4,0,False,True,2.08
5511,5,5,4,5,5,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
5512,2,2,2,2,2,2,2,2,2,2,0,0,0,0,112,11,1,True,True,2.0
5513,3,4,3,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
5514,3,2,2,3,2,2,3,2,2,2,0,0,0,0,81,4,0,False,True,2.08
5515,3,3,4,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5516,3,3,4,4,3,3,3,2,4,4,0,0,0,0,30,1,0,True,True,3.29
5517,4,4,3,4,3,3,4,3,3,3,0,0,0,0,15,1,0,False,True,3.0
5518,5,5,5,5,5,5,4,5,5,5,6,3,1,0,0,0,0,False,True,5.0
5519,3,5,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
5520,5,4,4,4,5,5,5,5,5,5,7,2,1,0,0,0,0,False,True,5.0
5521,3,4,4,3,3,3,3,3,3,3,0,0,0,0,26,2,0,False,True,2.99
5522,5,4,5,5,5,4,5,5,5,5,5,2,2,0,0,0,0,False,True,5.0
5523,4,4,3,4,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
5524,5,4,4,5,5,4,5,5,5,5,6,3,2,1,0,0,0,False,True,5.0
5525,4,3,3,4,3,4,4,3,4,4,1,0,0,0,9,0,0,False,True,3.62
5526,3,2,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5527,3,4,4,4,3,3,3,3,3,3,1,0,0,0,21,0,0,False,True,3.02
5528,2,2,2,2,2,2,2,2,3,3,0,0,0,0,54,2,0,True,True,2.69
5529,2,2,3,3,2,3,3,2,3,3,0,0,0,0,30,1,0,False,True,2.69
5530,4,5,4,5,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
5531,3,3,3,3,2,3,4,3,3,3,0,0,0,0,23,0,0,False,True,3.0
5532,4,2,3,3,4,3,3,4,3,3,1,0,0,0,8,0,0,False,True,3.32
5533,3,2,4,5,2,3,3,3,3,3,0,0,0,0,35,1,0,False,True,3.0
5534,2,2,2,3,2,2,2,2,2,2,0,0,0,0,96,2,0,False,True,2.09
5535,5,5,5,5,4,5,5,5,5,5,3,1,0,0,1,0,0,False,True,4.89
5536,3,2,2,3,3,2,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
5537,3,3,3,3,3,3,4,3,3,3,0,0,0,0,17,0,0,False,True,3.0
5539,3,2,3,3,2,2,3,2,2,2,0,0,0,0,72,6,0,False,True,2.07
5540,3,2,3,4,3,3,4,3,2,3,0,0,0,0,28,1,0,False,True,2.69
5541,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,2,0,False,True,2.99
5542,4,5,4,4,4,4,3,4,4,4,1,0,0,0,8,0,0,False,True,3.92
5543,5,4,4,5,4,5,4,4,5,5,5,0,0,0,2,1,0,False,True,4.6
5544,4,3,4,4,3,4,3,3,4,3,0,0,0,0,20,1,0,False,True,3.29
5545,5,5,5,5,4,5,5,5,5,5,5,4,4,2,0,0,0,False,True,5.0
5546,5,4,4,5,4,5,5,4,5,5,6,1,1,1,0,0,0,False,True,4.7
5547,2,3,2,2,2,2,2,2,2,2,0,0,0,0,90,5,0,False,True,2.08
5548,4,3,4,5,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
5549,2,2,2,3,2,2,2,2,3,2,0,0,0,0,78,2,0,True,True,2.39
5550,4,4,3,4,4,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
5551,4,5,2,3,4,3,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
5552,2,3,2,2,3,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
5553,5,5,4,4,5,4,5,5,5,5,3,0,0,0,1,0,0,False,True,4.86
5554,5,5,4,5,4,5,5,5,5,5,9,5,5,3,0,0,0,False,True,5.0
5555,5,4,4,4,5,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
5556,2,2,2,2,2,2,2,2,2,2,0,0,0,0,78,5,0,False,True,2.08
5558,4,5,3,3,4,3,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
5559,4,3,3,4,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
5560,2,2,2,2,2,2,2,2,2,2,0,0,0,0,68,3,0,False,True,2.08
5561,4,2,3,3,3,4,3,3,4,3,1,0,0,0,11,1,0,False,True,3.31
5562,2,2,2,2,2,2,2,2,2,2,0,0,0,0,73,6,0,False,True,2.07
5563,5,5,3,4,5,4,4,5,4,4,4,0,0,0,1,0,0,False,True,4.28
5565,3,2,3,4,3,2,3,3,3,3,1,0,0,0,16,0,0,False,True,3.02
5566,3,4,3,3,4,2,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5567,3,4,3,3,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
5568,3,2,3,4,2,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
5569,4,4,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5570,3,4,4,4,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
5571,4,4,5,5,4,3,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
5572,3,3,3,3,3,2,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
5573,2,3,2,3,3,2,2,2,2,2,0,0,0,0,87,8,0,False,True,2.06
5574,4,2,3,4,3,4,3,3,4,4,0,0,0,0,16,0,0,False,True,3.6
5575,4,4,2,3,4,3,3,3,3,3,2,1,0,0,20,0,0,False,True,3.07
5576,3,2,2,3,3,2,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5577,4,2,4,4,3,4,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
5578,2,2,2,2,2,2,2,2,2,2,0,0,0,0,76,7,0,False,True,2.06
5579,4,4,3,4,3,4,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
5580,3,4,3,3,3,3,2,3,3,3,0,0,0,0,29,0,0,False,True,3.0
5581,4,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
5582,2,3,2,3,2,2,2,3,2,3,0,0,0,0,65,2,0,True,True,2.69
5583,4,4,3,4,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
5584,3,4,4,3,4,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5585,3,2,3,2,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5586,5,4,4,5,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
5587,4,2,4,4,3,4,3,3,4,3,0,0,0,0,15,0,0,False,True,3.3
5589,2,2,2,2,2,2,2,3,1,3,0,0,0,0,81,5,0,True,False,2.38
5590,4,3,4,4,3,5,3,4,4,4,0,0,0,0,6,0,0,False,True,3.9
5591,5,4,5,5,5,5,5,5,5,5,5,2,2,1,0,0,0,False,True,5.0
5592,2,2,2,2,2,2,2,2,2,2,0,0,0,0,55,2,0,False,True,2.09
5593,3,4,3,3,4,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5594,2,2,2,2,2,2,2,2,2,2,0,0,0,0,87,8,0,True,True,2.06
5595,3,4,3,3,3,2,4,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5596,4,4,3,4,3,3,4,3,3,3,1,0,0,0,31,0,0,False,True,3.02
5597,3,3,2,3,4,3,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5598,5,4,5,5,5,4,5,5,5,5,3,0,0,0,1,0,0,False,True,4.86
5599,4,3,4,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5600,3,3,3,3,3,4,3,3,4,3,0,0,0,0,18,0,0,False,True,3.3
5601,2,4,2,2,2,2,2,2,2,2,0,0,0,0,66,5,0,False,True,2.08
5602,5,5,4,4,4,5,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5603,4,3,3,4,3,3,4,3,3,3,0,0,0,0,13,0,0,False,True,3.0
5604,3,2,3,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5605,3,2,3,3,3,3,3,3,3,3,0,0,0,0,34,1,0,False,True,3.0
5606,4,2,3,4,3,3,4,3,3,3,1,0,0,0,22,0,0,False,True,3.02
5607,5,4,5,5,4,5,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
5608,2,2,2,2,2,2,2,2,2,3,0,0,0,0,82,3,0,True,True,2.39
5609,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,6,0,False,True,2.07
5610,5,5,4,4,5,5,4,5,5,5,6,3,1,0,0,0,0,False,True,5.0
5611,2,3,2,2,2,2,2,2,2,2,0,0,0,0,63,2,0,False,True,2.09
5612,5,5,5,5,5,5,4,5,5,5,6,3,2,2,0,0,0,False,True,5.0
5613,3,2,4,4,2,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
5614,5,5,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
5615,5,5,5,5,5,4,5,5,5,5,5,3,2,0,0,0,0,False,True,5.0
5616,2,2,2,2,2,2,2,2,2,3,0,0,0,0,82,5,0,True,True,2.38
5617,5,5,5,5,5,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
5618,3,2,3,3,2,2,4,3,3,3,0,0,0,0,33,0,0,False,True,3.0
5619,5,4,5,5,5,5,5,5,5,5,6,3,2,0,0,0,0,False,True,5.0
5620,4,3,3,3,3,2,3,3,3,3,2,0,0,0,23,0,0,False,True,3.04
5621,3,3,3,4,2,3,3,3,3,3,0,0,0,0,33,3,0,False,True,2.99
5623,3,3,3,3,3,3,2,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5624,4,4,4,5,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
5625,3,3,3,4,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
5626,4,4,4,5,4,4,5,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5627,5,5,5,5,5,5,5,5,5,5,8,4,2,1,0,0,0,False,True,5.0
5628,4,4,3,4,4,3,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
5629,4,3,3,4,4,3,5,4,4,4,0,0,0,0,8,0,0,False,True,3.9
5630,4,3,4,4,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
5631,5,5,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,False,True,5.0
5632,5,5,5,5,5,4,4,4,4,4,1,0,0,0,9,0,0,False,True,3.92
5633,3,2,4,4,2,3,3,3,3,3,0,0,0,0,19,2,0,False,True,2.99
5634,3,3,4,4,2,4,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
5635,5,4,5,5,4,5,5,4,5,5,4,1,0,0,0,0,0,False,True,4.61
5636,3,3,2,2,2,3,2,2,2,2,0,0,0,0,96,5,0,False,True,2.08
5637,5,4,5,5,4,5,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
5638,2,2,3,3,2,2,2,2,2,2,0,0,0,0,79,4,0,False,True,2.08
5639,3,5,2,3,3,3,2,3,3,3,0,0,0,0,16,0,0,False,True,3.0
5640,2,2,2,3,2,2,2,2,2,2,0,0,0,0,76,5,0,False,True,2.08
5641,3,2,3,3,3,2,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5642,4,3,4,4,4,3,4,4,4,4,1,0,0,0,11,0,0,False,True,3.92
5643,4,2,4,4,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
5644,4,5,3,4,4,3,4,4,4,4,2,0,0,0,8,0,0,False,True,3.94
5645,3,3,3,3,4,3,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
5646,3,4,3,4,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5647,5,4,5,5,4,5,5,5,5,5,4,3,1,0,0,0,0,False,True,5.0
5648,3,3,3,3,2,2,2,2,2,3,0,0,0,0,109,2,0,True,True,2.39
5650,3,2,4,4,3,3,2,3,3,3,0,0,0,0,25,1,0,False,True,3.0
5651,5,5,5,5,4,5,5,5,5,5,4,2,0,0,0,0,0,False,True,4.94
5652,4,4,3,3,4,4,3,4,4,4,2,0,0,0,7,0,0,False,True,3.94
5653,3,3,3,4,4,4,3,4,4,4,1,0,0,0,6,0,0,False,True,3.92
5654,4,4,5,5,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
5655,3,5,3,3,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
5656,3,3,3,4,2,3,3,2,3,3,0,0,0,0,23,0,0,False,True,2.7
5657,2,2,2,2,2,2,2,3,2,3,0,0,0,0,57,0,0,True,True,2.7
5658,2,3,2,2,2,2,2,2,2,2,0,0,0,0,116,19,1,True,True,1.96
5659,2,3,2,2,2,2,2,2,2,2,0,0,0,0,73,6,0,False,True,2.07
5660,3,5,2,2,3,3,2,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5661,3,2,2,3,3,3,3,3,3,3,0,0,0,0,31,1,0,False,True,3.0
5662,2,2,2,2,2,2,2,2,2,2,0,0,0,0,98,7,0,False,True,2.06
5663,4,3,4,5,4,4,4,4,4,4,1,1,0,0,6,0,0,False,True,3.95
5664,2,3,2,2,2,2,2,2,2,2,0,0,0,0,107,10,1,True,True,2.0
5665,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
5666,2,2,2,3,2,2,3,2,2,2,0,0,0,0,48,1,0,False,True,2.1
5667,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
5668,3,2,3,3,3,3,2,3,3,3,0,0,0,0,28,0,0,False,True,3.0
5669,4,5,3,4,4,4,4,4,4,4,1,1,0,0,10,0,0,False,True,3.95
5670,3,3,2,2,3,3,2,3,4,2,0,0,0,0,23,0,0,True,True,3.0
5671,3,4,3,3,3,3,3,3,3,3,1,1,0,0,19,0,0,False,True,3.05
5672,4,2,3,3,3,3,3,3,3,3,1,0,0,0,22,0,0,False,True,3.02
5673,3,2,3,4,2,2,3,2,2,2,0,0,0,0,101,9,0,False,True,2.06
5674,2,3,2,3,3,2,2,2,2,2,0,0,0,0,108,4,0,False,True,2.08
5675,4,3,3,4,3,4,4,4,4,4,3,0,0,0,3,0,0,False,True,3.96
5676,5,4,4,5,5,5,5,5,5,5,6,2,1,0,2,0,0,False,True,5.0
5677,3,2,3,3,3,2,4,3,3,4,1,0,0,0,11,0,0,False,True,3.32
5678,3,4,3,3,4,3,3,3,3,3,1,0,0,0,15,0,0,False,True,3.02
5679,2,2,2,2,2,2,2,2,2,2,0,0,0,0,54,6,0,False,True,2.07
5680,4,4,3,4,4,2,4,3,3,4,0,0,0,0,9,0,0,False,True,3.3
5681,3,2,3,3,3,3,3,4,1,3,0,0,0,0,22,1,0,True,False,2.69
5682,4,4,3,3,4,3,3,3,3,3,0,0,0,0,27,3,0,False,True,2.99
5683,4,4,3,4,3,4,4,4,4,4,1,1,0,0,12,0,0,False,True,3.95
5684,3,5,4,4,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
5685,3,2,2,3,3,2,3,3,3,3,0,0,0,0,35,0,0,False,True,3.0
5686,5,5,5,5,5,5,4,5,5,5,8,4,3,1,0,0,0,False,True,5.0
5687,3,4,3,3,3,2,2,2,2,2,0,0,0,0,95,4,0,False,True,2.08
5688,4,2,3,4,3,3,3,3,3,3,1,1,0,0,19,1,0,False,True,3.05
5689,4,5,3,4,4,3,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
5690,2,2,2,2,2,2,2,2,2,3,0,0,0,0,53,6,0,True,True,2.37
5691,2,2,2,2,2,2,2,2,3,3,0,0,0,0,60,2,0,True,True,2.69
5692,5,4,4,5,4,5,5,5,5,5,2,1,1,1,0,0,0,False,True,4.95
5693,4,3,4,4,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
5694,3,5,3,3,3,4,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
5695,3,5,4,4,3,3,3,3,3,3,1,0,0,0,15,0,0,False,True,3.02
5696,3,4,3,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
5697,5,4,5,5,5,5,5,5,5,5,9,3,2,1,0,0,0,False,True,5.0
5698,4,2,3,4,3,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
5699,4,3,4,5,4,4,4,4,4,4,2,1,0,0,2,0,0,False,True,3.97
5700,2,2,2,2,2,2,2,2,3,2,0,0,0,0,74,7,0,True,True,2.37
5701,3,2,3,4,3,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3.3
5702,3,2,4,4,2,3,3,2,3,3,1,0,0,0,15,1,0,False,True,2.71
5703,2,2,2,2,2,2,2,2,2,2,0,0,0,0,141,4,0,True,True,2.08
5704,4,3,4,5,4,4,4,4,4,4,0,0,0,0,4,1,0,False,True,3.9
5705,4,3,3,4,4,3,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
5706,3,2,3,2,2,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
5707,3,2,3,3,2,3,3,2,3,3,0,0,0,0,19,0,0,False,True,2.7
5708,5,5,4,5,5,4,5,5,5,5,5,1,1,1,0,0,0,False,True,5.0
5709,5,5,4,4,5,4,4,4,4,4,3,0,0,0,3,0,0,False,True,3.96
5710,2,3,2,2,3,2,2,2,2,2,0,0,0,0,109,7,0,False,True,2.06
5712,2,2,2,2,2,2,2,2,2,2,0,0,0,0,72,6,0,False,True,2.07
5713,5,3,4,4,5,5,5,5,5,5,6,3,3,2,0,0,0,False,True,5.0
5714,2,3,2,2,3,2,2,2,2,2,0,0,0,0,83,5,0,False,True,2.08
5715,2,2,2,2,2,2,2,3,2,2,0,0,0,0,97,3,0,True,True,2.39
5716,5,5,4,5,5,5,5,5,5,5,5,4,2,1,0,0,0,False,True,5.0
5717,5,5,5,5,5,5,4,5,5,5,6,3,2,1,0,0,0,False,True,5.0
5718,3,4,3,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
5719,3,3,4,3,3,3,2,3,3,3,0,0,0,0,21,1,0,False,True,3.0
5720,3,2,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
5721,2,3,2,2,2,2,2,2,2,2,0,0,0,0,89,5,0,False,True,2.08
5722,3,3,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
5723,3,5,3,3,4,3,2,3,3,3,0,0,0,0,17,0,0,False,True,3.0
5724,3,2,3,3,3,2,3,3,3,3,0,0,0,0,40,0,0,False,True,3.0
5725,3,3,3,3,2,3,2,2,2,2,0,0,0,0,86,6,0,False,True,2.07
5726,3,3,3,2,3,3,2,3,3,3,1,0,0,0,19,2,0,False,True,3.01
5727,4,2,4,4,3,4,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
5729,2,2,2,2,2,2,2,2,2,2,0,0,0,0,82,8,0,False,True,2.06
5730,3,2,3,4,3,4,4,3,4,4,1,0,0,0,16,0,0,False,True,3.62
5731,5,5,5,5,4,4,5,4,4,4,0,0,0,0,4,0,0,False,True,3.9
5732,2,2,2,2,2,2,2,2,2,2,0,0,0,0,89,4,0,False,True,2.08
5733,3,3,3,3,2,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
5734,4,3,3,4,4,3,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
5735,2,2,2,2,2,2,2,2,2,2,0,0,0,0,52,4,0,False,True,2.08
5736,3,2,2,2,3,2,2,2,2,2,0,0,0,0,103,8,0,False,True,2.06
5737,5,5,5,5,5,5,5,5,5,5,4,3,2,1,0,0,0,False,True,5.0
5738,5,3,5,5,3,4,5,4,4,5,2,0,0,0,3,0,0,False,True,4.24
5739,2,2,2,2,2,2,2,2,2,2,0,0,0,0,80,8,0,False,True,2.06
5740,5,4,4,4,5,5,5,5,5,5,3,1,0,0,1,0,0,False,True,4.89
5741,2,2,3,2,2,2,2,2,2,2,0,0,0,0,66,6,0,False,True,2.07
5742,4,2,3,3,3,2,4,2,3,4,0,0,0,0,25,0,0,True,True,3.0
5743,2,2,2,3,2,2,2,2,2,3,0,0,0,0,92,4,0,True,True,2.38
5744,5,5,5,5,4,4,5,4,4,5,0,0,0,0,3,0,0,False,True,4.2
5745,5,3,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5746,5,3,5,5,4,5,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
5747,4,3,4,5,4,3,4,4,4,4,2,1,0,0,1,0,0,False,True,3.97
5748,3,5,3,3,3,4,2,3,3,2,1,0,0,0,26,2,0,False,True,2.71
5750,3,5,3,3,4,2,4,3,3,3,0,0,0,0,22,2,0,False,True,2.99
5751,5,5,4,4,5,4,4,4,4,4,2,1,0,0,2,0,0,False,True,3.97
5752,3,2,3,3,2,2,3,2,2,2,0,0,0,0,81,2,0,False,True,2.09
5753,3,2,3,3,3,3,3,3,3,3,0,0,0,0,30,2,0,False,True,2.99
5754,3,5,3,4,3,3,3,3,3,3,0,0,0,0,35,1,0,False,True,3.0
5755,3,2,3,3,2,3,2,2,2,2,0,0,0,0,86,1,0,False,True,2.1
